sch_year,fips,state,st,grade,enrollment,data_source
2020-2021,33,NEW HAMPSHIRE,NH,grade_7,13454,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_8,13770,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_9,14499,CCD federal data
2020-2021,31,NEBRASKA,NE,k_12_total,306911,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,kindergarten,10122,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,unspecified,0,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_1,91113,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_10,101393,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_11,100646,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_12,99827,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_2,91626,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_3,92714,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_4,94151,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_5,95176,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_6,98755,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_7,100528,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_8,102517,CCD federal data
2020-2021,34,NEW JERSEY,NJ,grade_9,102803,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,k_12_total,166015,CCD federal data
2020-2021,34,NEW JERSEY,NJ,kindergarten,82691,CCD federal data
2020-2021,34,NEW JERSEY,NJ,ungraded,63457,CCD federal data
2020-2021,34,NEW JERSEY,NJ,unspecified,0,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_1,21748,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_10,26333,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_11,23416,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_12,21968,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_2,22026,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_3,22143,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_4,22747,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_5,23468,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_6,24974,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_7,25539,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_8,25663,CCD federal data
2020-2021,35,NEW MEXICO,NM,grade_9,28232,CCD federal data
2020-2021,34,NEW JERSEY,NJ,k_12_total,1317397,CCD federal data
2020-2021,35,NEW MEXICO,NM,kindergarten,20210,CCD federal data
2020-2021,35,NEW MEXICO,NM,unspecified,0,CCD federal data
2020-2021,36,NEW YORK,NY,grade_1,185161,CCD federal data
2020-2021,36,NEW YORK,NY,grade_10,205603,CCD federal data
2020-2021,36,NEW YORK,NY,grade_11,193033,CCD federal data
2020-2021,36,NEW YORK,NY,grade_12,192729,CCD federal data
2020-2021,36,NEW YORK,NY,grade_2,184871,CCD federal data
2020-2021,36,NEW YORK,NY,grade_3,187116,CCD federal data
2020-2021,36,NEW YORK,NY,grade_4,188221,CCD federal data
2020-2021,36,NEW YORK,NY,grade_5,191432,CCD federal data
2020-2021,36,NEW YORK,NY,grade_6,194886,CCD federal data
2020-2021,36,NEW YORK,NY,grade_7,197678,CCD federal data
2020-2021,36,NEW YORK,NY,grade_8,200423,CCD federal data
2020-2021,36,NEW YORK,NY,grade_9,208122,CCD federal data
2020-2021,35,NEW MEXICO,NM,k_12_total,308467,CCD federal data
2020-2021,36,NEW YORK,NY,kindergarten,172691,CCD federal data
2020-2021,36,NEW YORK,NY,ungraded,43881,CCD federal data
2020-2021,36,NEW YORK,NY,unspecified,0,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_1,111816,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_10,120608,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_11,106578,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_12,106438,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_2,111465,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_3,112193,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_4,112864,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_5,115380,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_6,120037,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_7,122402,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_8,123055,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,grade_9,128583,CCD federal data
2020-2021,32,NEVADA,NV,k_12_total,472949,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,kindergarten,102311,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,ungraded,0,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,unspecified,0,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_1,9060,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_10,8327,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_11,7846,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_12,7694,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_2,8848,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_3,8918,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_4,8572,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_5,8568,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_6,8762,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_7,8924,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_8,8848,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,grade_9,8812,CCD federal data
2020-2021,36,NEW YORK,NY,k_12_total,2545847,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,kindergarten,8994,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,unspecified,0,CCD federal data
2020-2021,39,OHIO,OH,grade_1,121438,CCD federal data
2020-2021,39,OHIO,OH,grade_10,130828,CCD federal data
2020-2021,39,OHIO,OH,grade_11,117533,CCD federal data
2020-2021,39,OHIO,OH,grade_12,117567,CCD federal data
2020-2021,39,OHIO,OH,grade_2,121224,CCD federal data
2020-2021,39,OHIO,OH,grade_3,120238,CCD federal data
2020-2021,39,OHIO,OH,grade_4,122015,CCD federal data
2020-2021,39,OHIO,OH,grade_5,122996,CCD federal data
2020-2021,39,OHIO,OH,grade_6,127631,CCD federal data
2020-2021,39,OHIO,OH,grade_7,130336,CCD federal data
2020-2021,39,OHIO,OH,grade_8,132205,CCD federal data
2020-2021,39,OHIO,OH,grade_9,137303,CCD federal data
2020-2021,39,OHIO,OH,k_12_total,1615166,CCD federal data
2020-2021,39,OHIO,OH,kindergarten,113852,CCD federal data
2020-2021,39,OHIO,OH,unspecified,0,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_1,51686,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_10,49819,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_11,48312,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_12,45402,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_2,50430,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_3,49901,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_4,49588,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_5,50646,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_6,52264,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_7,52809,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_8,52675,CCD federal data
2020-2021,40,OKLAHOMA,OK,grade_9,53034,CCD federal data
2020-2021,40,OKLAHOMA,OK,k_12_total,656951,CCD federal data
2020-2021,40,OKLAHOMA,OK,kindergarten,50385,CCD federal data
2020-2021,40,OKLAHOMA,OK,unspecified,0,CCD federal data
2020-2021,41,OREGON,OR,grade_1,40342,CCD federal data
2020-2021,41,OREGON,OR,grade_10,44972,CCD federal data
2020-2021,41,OREGON,OR,grade_11,44381,CCD federal data
2020-2021,41,OREGON,OR,grade_12,45855,CCD federal data
2020-2021,41,OREGON,OR,grade_2,40824,CCD federal data
2020-2021,41,OREGON,OR,grade_3,41152,CCD federal data
2020-2021,41,OREGON,OR,grade_4,41989,CCD federal data
2020-2021,41,OREGON,OR,grade_5,42893,CCD federal data
2020-2021,41,OREGON,OR,grade_6,44012,CCD federal data
2020-2021,41,OREGON,OR,grade_7,46031,CCD federal data
2020-2021,41,OREGON,OR,grade_8,46200,CCD federal data
2020-2021,41,OREGON,OR,grade_9,46115,CCD federal data
2020-2021,41,OREGON,OR,k_12_total,560917,CCD federal data
2020-2021,41,OREGON,OR,kindergarten,36151,CCD federal data
2020-2021,41,OREGON,OR,unspecified,0,CCD federal data
2020-2021,42,PENNSYLVANIA,PA,grade_1,123582,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_10,137407,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_11,133531,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_12,131641,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_2,124052,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_3,125113,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_4,127521,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_5,128298,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_6,132132,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_7,137115,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_8,137629,PA state data
2020-2021,42,PENNSYLVANIA,PA,grade_9,141222,PA state data
2020-2021,42,PENNSYLVANIA,PA,k_12_total,1690712,PA state data
2020-2021,42,PENNSYLVANIA,PA,kindergarten,111469,PA state data
2020-2021,44,RHODE ISLAND,RI,grade_1,9860,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_10,11439,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_11,11047,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_12,11190,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_2,9939,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_3,9998,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_4,10178,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_5,10357,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_6,10485,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_7,10854,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_8,11111,CCD federal data
2020-2021,44,RHODE ISLAND,RI,grade_9,11502,CCD federal data
2020-2021,44,RHODE ISLAND,RI,k_12_total,136908,CCD federal data
2020-2021,44,RHODE ISLAND,RI,kindergarten,8948,CCD federal data
2020-2021,44,RHODE ISLAND,RI,unspecified,0,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_1,55109,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_10,59504,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_11,52853,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_12,50226,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_2,54923,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_3,55954,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_4,56563,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_5,57229,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_6,60742,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_7,62102,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_8,62612,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,grade_9,66199,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,k_12_total,745817,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,kindergarten,51801,CCD federal data
2020-2021,45,SOUTH CAROLINA,SC,unspecified,0,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_1,10295,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_10,10439,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_11,9510,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_12,8812,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_2,10269,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_3,10223,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_4,10360,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_5,10588,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_6,10777,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_7,10884,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_8,11006,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,grade_9,11769,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,k_12_total,136390,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,kindergarten,11458,CCD federal data
2020-2021,46,SOUTH DAKOTA,SD,unspecified,0,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_1,73232,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_10,75602,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_11,71975,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_12,68630,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_2,73139,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_3,72998,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_4,72941,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_5,72814,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_6,73662,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_7,77088,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_8,78024,CCD federal data
2020-2021,47,TENNESSEE,TN,grade_9,78535,CCD federal data
2020-2021,47,TENNESSEE,TN,k_12_total,958749,CCD federal data
2020-2021,47,TENNESSEE,TN,kindergarten,70109,CCD federal data
2020-2021,47,TENNESSEE,TN,unspecified,0,CCD federal data
2020-2021,48,TEXAS,TX,grade_1,381417,CCD federal data
2020-2021,48,TEXAS,TX,grade_10,420900,CCD federal data
2020-2021,48,TEXAS,TX,grade_11,388553,CCD federal data
2020-2021,48,TEXAS,TX,grade_12,364800,CCD federal data
2020-2021,48,TEXAS,TX,grade_2,380146,CCD federal data
2020-2021,48,TEXAS,TX,grade_3,381161,CCD federal data
2020-2021,48,TEXAS,TX,grade_4,385385,CCD federal data
2020-2021,48,TEXAS,TX,grade_5,395681,CCD federal data
2020-2021,48,TEXAS,TX,grade_6,414392,CCD federal data
2020-2021,48,TEXAS,TX,grade_7,421380,CCD federal data
2020-2021,48,TEXAS,TX,grade_8,422546,CCD federal data
2020-2021,48,TEXAS,TX,grade_9,436956,CCD federal data
2020-2021,48,TEXAS,TX,k_12_total,5154686,CCD federal data
2020-2021,48,TEXAS,TX,kindergarten,361369,CCD federal data
2020-2021,48,TEXAS,TX,ungraded,0,CCD federal data
2020-2021,48,TEXAS,TX,unspecified,0,CCD federal data
2020-2021,49,UTAH,UT,grade_1,49191,CCD federal data
2020-2021,49,UTAH,UT,grade_10,52379,CCD federal data
2020-2021,49,UTAH,UT,grade_11,51240,CCD federal data
2020-2021,49,UTAH,UT,grade_12,50295,CCD federal data
2020-2021,49,UTAH,UT,grade_2,50025,CCD federal data
2020-2021,49,UTAH,UT,grade_3,49368,CCD federal data
2020-2021,49,UTAH,UT,grade_4,50625,CCD federal data
2020-2021,49,UTAH,UT,grade_5,51496,CCD federal data
2020-2021,49,UTAH,UT,grade_6,52678,CCD federal data
2020-2021,49,UTAH,UT,grade_7,54197,CCD federal data
2020-2021,49,UTAH,UT,grade_8,54553,CCD federal data
2020-2021,49,UTAH,UT,grade_9,53644,CCD federal data
2020-2021,49,UTAH,UT,k_12_total,666563,CCD federal data
2020-2021,49,UTAH,UT,kindergarten,46872,CCD federal data
2020-2021,49,UTAH,UT,unspecified,0,CCD federal data
2020-2021,50,VERMONT,VT,grade_1,5628,CCD federal data
2020-2021,50,VERMONT,VT,grade_10,6363,CCD federal data
2020-2021,50,VERMONT,VT,grade_11,6076,CCD federal data
2020-2021,50,VERMONT,VT,grade_12,5864,CCD federal data
2020-2021,50,VERMONT,VT,grade_2,5496,CCD federal data
2020-2021,50,VERMONT,VT,grade_3,5572,CCD federal data
2020-2021,50,VERMONT,VT,grade_4,5635,CCD federal data
2020-2021,50,VERMONT,VT,grade_5,5725,CCD federal data
2020-2021,50,VERMONT,VT,grade_6,5772,CCD federal data
2020-2021,50,VERMONT,VT,grade_7,6075,CCD federal data
2020-2021,50,VERMONT,VT,grade_8,6123,CCD federal data
2020-2021,50,VERMONT,VT,grade_9,6194,CCD federal data
2020-2021,51,VIRGINIA,VA,k_12_total,1223612,CCD federal data
2020-2021,50,VERMONT,VT,kindergarten,5192,CCD federal data
2020-2021,50,VERMONT,VT,unspecified,0,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_1,89210,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_10,101536,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_11,95430,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_12,94427,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_2,89877,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_3,91029,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_4,91834,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_5,92706,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_6,95587,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_7,98966,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_8,99504,CCD federal data
2020-2021,51,VIRGINIA,VA,grade_9,102964,CCD federal data
2020-2021,50,VERMONT,VT,k_12_total,75715,CCD federal data
2020-2021,51,VIRGINIA,VA,kindergarten,80542,CCD federal data
2020-2021,51,VIRGINIA,VA,unspecified,0,CCD federal data
2020-2021,53,WASHINGTON,WA,grade_1,78133,WA state data
2020-2021,53,WASHINGTON,WA,grade_10,83602,WA state data
2020-2021,53,WASHINGTON,WA,grade_11,85596,WA state data
2020-2021,53,WASHINGTON,WA,grade_12,89330,WA state data
2020-2021,53,WASHINGTON,WA,grade_2,79279,WA state data
2020-2021,53,WASHINGTON,WA,grade_3,79299,WA state data
2020-2021,53,WASHINGTON,WA,grade_4,80699,WA state data
2020-2021,53,WASHINGTON,WA,grade_5,81533,WA state data
2020-2021,53,WASHINGTON,WA,grade_6,83876,WA state data
2020-2021,53,WASHINGTON,WA,grade_7,86131,WA state data
2020-2021,53,WASHINGTON,WA,grade_8,86520,WA state data
2020-2021,53,WASHINGTON,WA,grade_9,85512,WA state data
2020-2021,53,WASHINGTON,WA,k_12_total,1069970,WA state data
2020-2021,53,WASHINGTON,WA,kindergarten,70460,WA state data
2020-2021,54,WEST VIRGINIA,WV,grade_1,15878,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_10,20206,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_11,18561,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_12,17605,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_2,18048,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_3,17752,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_4,17983,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_5,18294,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_6,19184,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_7,19688,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_8,19846,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,grade_9,20814,CCD federal data
2020-2021,55,WISCONSIN,WI,k_12_total,782940,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,kindergarten,17220,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,unspecified,0,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_1,55037,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_10,64717,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_11,64871,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_12,65709,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_2,55579,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_3,56227,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_4,56976,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_5,58195,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_6,60555,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_7,61928,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_8,63376,CCD federal data
2020-2021,55,WISCONSIN,WI,grade_9,65809,CCD federal data
2020-2021,54,WEST VIRGINIA,WV,k_12_total,241079,CCD federal data
2020-2021,55,WISCONSIN,WI,kindergarten,53961,CCD federal data
2020-2021,55,WISCONSIN,WI,unspecified,0,CCD federal data
2020-2021,56,WYOMING,WY,grade_1,6768,CCD federal data
2020-2021,56,WYOMING,WY,grade_10,7318,CCD federal data
2020-2021,56,WYOMING,WY,grade_11,6702,CCD federal data
2020-2021,56,WYOMING,WY,grade_12,6542,CCD federal data
2020-2021,56,WYOMING,WY,grade_2,6766,CCD federal data
2020-2021,56,WYOMING,WY,grade_3,6782,CCD federal data
2020-2021,56,WYOMING,WY,grade_4,6897,CCD federal data
2020-2021,56,WYOMING,WY,grade_5,7077,CCD federal data
2020-2021,56,WYOMING,WY,grade_6,7282,CCD federal data
2020-2021,56,WYOMING,WY,grade_7,7516,CCD federal data
2020-2021,56,WYOMING,WY,grade_8,7697,CCD federal data
2020-2021,56,WYOMING,WY,grade_9,7734,CCD federal data
2020-2021,56,WYOMING,WY,k_12_total,92099,CCD federal data
2020-2021,56,WYOMING,WY,kindergarten,7018,CCD federal data
2020-2021,56,WYOMING,WY,unspecified,0,CCD federal data
2021-2022,1,ALABAMA,AL,grade_1,56671,CCD federal data
2021-2022,1,ALABAMA,AL,grade_10,55337,CCD federal data
2021-2022,1,ALABAMA,AL,grade_11,52326,CCD federal data
2021-2022,1,ALABAMA,AL,grade_12,50345,CCD federal data
2021-2022,1,ALABAMA,AL,grade_2,54427,CCD federal data
2021-2022,1,ALABAMA,AL,grade_3,54102,CCD federal data
2021-2022,1,ALABAMA,AL,grade_4,54610,CCD federal data
2021-2022,1,ALABAMA,AL,grade_5,54801,CCD federal data
2021-2022,1,ALABAMA,AL,grade_6,56283,CCD federal data
2021-2022,1,ALABAMA,AL,grade_7,58219,CCD federal data
2021-2022,1,ALABAMA,AL,grade_8,58978,CCD federal data
2021-2022,1,ALABAMA,AL,grade_9,62001,CCD federal data
2021-2022,1,ALABAMA,AL,k_12_total,725894,CCD federal data
2021-2022,1,ALABAMA,AL,kindergarten,57794,CCD federal data
2021-2022,1,ALABAMA,AL,unspecified,0,CCD federal data
2021-2022,2,ALASKA,AK,grade_1,9620,CCD federal data
2021-2022,2,ALASKA,AK,grade_10,9450,CCD federal data
2021-2022,2,ALASKA,AK,grade_11,9416,CCD federal data
2021-2022,2,ALASKA,AK,grade_12,9363,CCD federal data
2021-2022,2,ALASKA,AK,grade_2,9838,CCD federal data
2021-2022,2,ALASKA,AK,grade_3,9823,CCD federal data
2021-2022,2,ALASKA,AK,grade_4,9860,CCD federal data
2021-2022,2,ALASKA,AK,grade_5,9916,CCD federal data
2021-2022,2,ALASKA,AK,grade_6,9867,CCD federal data
2021-2022,2,ALASKA,AK,grade_7,10050,CCD federal data
2021-2022,2,ALASKA,AK,grade_8,9992,CCD federal data
2021-2022,2,ALASKA,AK,grade_9,10045,CCD federal data
2021-2022,2,ALASKA,AK,k_12_total,127017,CCD federal data
2021-2022,2,ALASKA,AK,kindergarten,9777,CCD federal data
2021-2022,2,ALASKA,AK,unspecified,0,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_1,79159,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_10,90423,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_11,86249,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_12,93067,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_2,82265,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_3,82144,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_4,82048,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_5,83147,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_6,84065,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_7,87936,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_8,91599,CCD federal data
2021-2022,4,ARIZONA,AZ,grade_9,94713,CCD federal data
2021-2022,4,ARIZONA,AZ,k_12_total,1116643,CCD federal data
2021-2022,4,ARIZONA,AZ,kindergarten,79394,CCD federal data
2021-2022,4,ARIZONA,AZ,ungraded,434,CCD federal data
2021-2022,4,ARIZONA,AZ,unspecified,0,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_1,35476,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_10,36411,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_11,35190,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_12,33165,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_2,35398,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_3,35585,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_4,35710,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_5,35729,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_6,36543,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_7,38047,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_8,38816,CCD federal data
2021-2022,5,ARKANSAS,AR,grade_9,40919,CCD federal data
2021-2022,5,ARKANSAS,AR,k_12_total,473861,CCD federal data
2021-2022,5,ARKANSAS,AR,kindergarten,36609,CCD federal data
2021-2022,5,ARKANSAS,AR,ungraded,263,CCD federal data
2021-2022,5,ARKANSAS,AR,unspecified,0,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_1,408671,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_10,495841,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_11,479733,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_12,495281,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_2,421662,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_3,427015,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_4,433522,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_5,441608,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_6,441386,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_7,435773,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_8,456756,CCD federal data
2021-2022,6,CALIFORNIA,CA,grade_9,484898,CCD federal data
2021-2022,6,CALIFORNIA,CA,k_12_total,5892073,CCD federal data
2021-2022,6,CALIFORNIA,CA,kindergarten,469927,CCD federal data
2021-2022,6,CALIFORNIA,CA,unspecified,0,CCD federal data
2021-2022,8,COLORADO,CO,kindergarten,62077,CO state data
2021-2022,8,COLORADO,CO,grade_1,60539,CO state data
2021-2022,8,COLORADO,CO,grade_2,62173,CO state data
2021-2022,8,COLORADO,CO,grade_3,61951,CO state data
2021-2022,8,COLORADO,CO,grade_4,62638,CO state data
2021-2022,8,COLORADO,CO,grade_5,63921,CO state data
2021-2022,8,COLORADO,CO,grade_6,64999,CO state data
2021-2022,8,COLORADO,CO,grade_7,67279,CO state data
