"fips","state","age","est_date","population"
36,"NEW YORK",14,"2021-07-01",236967
36,"NEW YORK",15,"2021-07-01",234945
36,"NEW YORK",16,"2021-07-01",235818
36,"NEW YORK",17,"2021-07-01",240090
37,"NORTH CAROLINA",5,"2021-07-01",124482
37,"NORTH CAROLINA",6,"2021-07-01",125727
37,"NORTH CAROLINA",7,"2021-07-01",125202
37,"NORTH CAROLINA",8,"2021-07-01",125006
37,"NORTH CAROLINA",9,"2021-07-01",125807
37,"NORTH CAROLINA",10,"2021-07-01",127276
37,"NORTH CAROLINA",11,"2021-07-01",131463
37,"NORTH CAROLINA",12,"2021-07-01",135695
37,"NORTH CAROLINA",13,"2021-07-01",141022
37,"NORTH CAROLINA",14,"2021-07-01",140653
37,"NORTH CAROLINA",15,"2021-07-01",138009
37,"NORTH CAROLINA",16,"2021-07-01",135685
37,"NORTH CAROLINA",17,"2021-07-01",136013
38,"NORTH DAKOTA",5,"2021-07-01",10965
38,"NORTH DAKOTA",6,"2021-07-01",10933
38,"NORTH DAKOTA",7,"2021-07-01",10658
38,"NORTH DAKOTA",8,"2021-07-01",10461
38,"NORTH DAKOTA",9,"2021-07-01",10282
38,"NORTH DAKOTA",10,"2021-07-01",10111
38,"NORTH DAKOTA",11,"2021-07-01",10240
38,"NORTH DAKOTA",12,"2021-07-01",10330
38,"NORTH DAKOTA",13,"2021-07-01",10545
38,"NORTH DAKOTA",14,"2021-07-01",10324
38,"NORTH DAKOTA",15,"2021-07-01",10094
38,"NORTH DAKOTA",16,"2021-07-01",9793
38,"NORTH DAKOTA",17,"2021-07-01",9575
39,"OHIO",5,"2021-07-01",143065
39,"OHIO",6,"2021-07-01",144280
39,"OHIO",7,"2021-07-01",144229
39,"OHIO",8,"2021-07-01",143776
39,"OHIO",9,"2021-07-01",142968
39,"OHIO",10,"2021-07-01",143072
39,"OHIO",11,"2021-07-01",146357
39,"OHIO",12,"2021-07-01",150576
39,"OHIO",13,"2021-07-01",155570
39,"OHIO",14,"2021-07-01",156106
39,"OHIO",15,"2021-07-01",154218
39,"OHIO",16,"2021-07-01",152779
39,"OHIO",17,"2021-07-01",154926
40,"OKLAHOMA",5,"2021-07-01",53564
40,"OKLAHOMA",6,"2021-07-01",53762
40,"OKLAHOMA",7,"2021-07-01",54097
40,"OKLAHOMA",8,"2021-07-01",54124
40,"OKLAHOMA",9,"2021-07-01",54064
40,"OKLAHOMA",10,"2021-07-01",54069
40,"OKLAHOMA",11,"2021-07-01",55056
40,"OKLAHOMA",12,"2021-07-01",55975
40,"OKLAHOMA",13,"2021-07-01",57758
40,"OKLAHOMA",14,"2021-07-01",57273
40,"OKLAHOMA",15,"2021-07-01",55574
40,"OKLAHOMA",16,"2021-07-01",54829
40,"OKLAHOMA",17,"2021-07-01",55016
41,"OREGON",5,"2021-07-01",47187
41,"OREGON",6,"2021-07-01",47954
41,"OREGON",7,"2021-07-01",48227
41,"OREGON",8,"2021-07-01",47998
41,"OREGON",9,"2021-07-01",48248
41,"OREGON",10,"2021-07-01",48917
41,"OREGON",11,"2021-07-01",50148
41,"OREGON",12,"2021-07-01",51142
41,"OREGON",13,"2021-07-01",53096
41,"OREGON",14,"2021-07-01",52685
41,"OREGON",15,"2021-07-01",51431
41,"OREGON",16,"2021-07-01",50530
41,"OREGON",17,"2021-07-01",51004
42,"PENNSYLVANIA",5,"2021-07-01",145356
42,"PENNSYLVANIA",6,"2021-07-01",147198
42,"PENNSYLVANIA",7,"2021-07-01",147556
42,"PENNSYLVANIA",8,"2021-07-01",147280
42,"PENNSYLVANIA",9,"2021-07-01",147414
42,"PENNSYLVANIA",10,"2021-07-01",148833
42,"PENNSYLVANIA",11,"2021-07-01",151958
42,"PENNSYLVANIA",12,"2021-07-01",155457
42,"PENNSYLVANIA",13,"2021-07-01",161039
42,"PENNSYLVANIA",14,"2021-07-01",161035
42,"PENNSYLVANIA",15,"2021-07-01",159178
42,"PENNSYLVANIA",16,"2021-07-01",159098
42,"PENNSYLVANIA",17,"2021-07-01",161253
44,"RHODE ISLAND",5,"2021-07-01",11574
44,"RHODE ISLAND",6,"2021-07-01",11493
44,"RHODE ISLAND",7,"2021-07-01",11401
44,"RHODE ISLAND",8,"2021-07-01",11283
44,"RHODE ISLAND",9,"2021-07-01",11345
44,"RHODE ISLAND",10,"2021-07-01",11407
44,"RHODE ISLAND",11,"2021-07-01",11650
44,"RHODE ISLAND",12,"2021-07-01",11842
44,"RHODE ISLAND",13,"2021-07-01",12456
44,"RHODE ISLAND",14,"2021-07-01",12555
44,"RHODE ISLAND",15,"2021-07-01",12616
44,"RHODE ISLAND",16,"2021-07-01",12699
44,"RHODE ISLAND",17,"2021-07-01",12956
45,"SOUTH CAROLINA",5,"2021-07-01",60459
45,"SOUTH CAROLINA",6,"2021-07-01",61166
45,"SOUTH CAROLINA",7,"2021-07-01",61210
45,"SOUTH CAROLINA",8,"2021-07-01",60844
45,"SOUTH CAROLINA",9,"2021-07-01",61510
45,"SOUTH CAROLINA",10,"2021-07-01",62130
45,"SOUTH CAROLINA",11,"2021-07-01",64568
45,"SOUTH CAROLINA",12,"2021-07-01",66902
45,"SOUTH CAROLINA",13,"2021-07-01",69319
45,"SOUTH CAROLINA",14,"2021-07-01",69093
45,"SOUTH CAROLINA",15,"2021-07-01",66972
45,"SOUTH CAROLINA",16,"2021-07-01",64984
45,"SOUTH CAROLINA",17,"2021-07-01",64971
46,"SOUTH DAKOTA",5,"2021-07-01",12368
46,"SOUTH DAKOTA",6,"2021-07-01",12337
46,"SOUTH DAKOTA",7,"2021-07-01",12384
46,"SOUTH DAKOTA",8,"2021-07-01",12263
46,"SOUTH DAKOTA",9,"2021-07-01",12167
46,"SOUTH DAKOTA",10,"2021-07-01",12147
46,"SOUTH DAKOTA",11,"2021-07-01",12436
46,"SOUTH DAKOTA",12,"2021-07-01",12732
46,"SOUTH DAKOTA",13,"2021-07-01",13000
46,"SOUTH DAKOTA",14,"2021-07-01",12913
46,"SOUTH DAKOTA",15,"2021-07-01",12532
46,"SOUTH DAKOTA",16,"2021-07-01",12296
46,"SOUTH DAKOTA",17,"2021-07-01",12186
47,"TENNESSEE",5,"2021-07-01",84687
47,"TENNESSEE",6,"2021-07-01",84906
47,"TENNESSEE",7,"2021-07-01",84349
47,"TENNESSEE",8,"2021-07-01",84078
47,"TENNESSEE",9,"2021-07-01",84324
47,"TENNESSEE",10,"2021-07-01",84243
47,"TENNESSEE",11,"2021-07-01",86404
47,"TENNESSEE",12,"2021-07-01",89343
47,"TENNESSEE",13,"2021-07-01",93366
47,"TENNESSEE",14,"2021-07-01",92804
47,"TENNESSEE",15,"2021-07-01",90868
47,"TENNESSEE",16,"2021-07-01",89298
47,"TENNESSEE",17,"2021-07-01",89654
48,"TEXAS",5,"2021-07-01",417653
48,"TEXAS",6,"2021-07-01",422434
48,"TEXAS",7,"2021-07-01",419812
48,"TEXAS",8,"2021-07-01",414859
48,"TEXAS",9,"2021-07-01",412277
48,"TEXAS",10,"2021-07-01",418575
48,"TEXAS",11,"2021-07-01",429479
48,"TEXAS",12,"2021-07-01",437158
48,"TEXAS",13,"2021-07-01",450878
48,"TEXAS",14,"2021-07-01",446733
48,"TEXAS",15,"2021-07-01",437328
48,"TEXAS",16,"2021-07-01",431718
48,"TEXAS",17,"2021-07-01",431087
49,"UTAH",5,"2021-07-01",51575
49,"UTAH",6,"2021-07-01",52250
49,"UTAH",7,"2021-07-01",52418
49,"UTAH",8,"2021-07-01",52575
49,"UTAH",9,"2021-07-01",52067
49,"UTAH",10,"2021-07-01",53216
49,"UTAH",11,"2021-07-01",55091
49,"UTAH",12,"2021-07-01",56356
49,"UTAH",13,"2021-07-01",58222
49,"UTAH",14,"2021-07-01",57979
49,"UTAH",15,"2021-07-01",56717
49,"UTAH",16,"2021-07-01",55826
49,"UTAH",17,"2021-07-01",55717
50,"VERMONT",5,"2021-07-01",6290
50,"VERMONT",6,"2021-07-01",6369
50,"VERMONT",7,"2021-07-01",6506
50,"VERMONT",8,"2021-07-01",6425
50,"VERMONT",9,"2021-07-01",6525
50,"VERMONT",10,"2021-07-01",6597
50,"VERMONT",11,"2021-07-01",6696
50,"VERMONT",12,"2021-07-01",6868
50,"VERMONT",13,"2021-07-01",7225
50,"VERMONT",14,"2021-07-01",7302
50,"VERMONT",15,"2021-07-01",7230
50,"VERMONT",16,"2021-07-01",7243
50,"VERMONT",17,"2021-07-01",7451
51,"VIRGINIA",5,"2021-07-01",104424
51,"VIRGINIA",6,"2021-07-01",104589
51,"VIRGINIA",7,"2021-07-01",103792
51,"VIRGINIA",8,"2021-07-01",103371
51,"VIRGINIA",9,"2021-07-01",104085
51,"VIRGINIA",10,"2021-07-01",104766
51,"VIRGINIA",11,"2021-07-01",106243
51,"VIRGINIA",12,"2021-07-01",108253
51,"VIRGINIA",13,"2021-07-01",112743
51,"VIRGINIA",14,"2021-07-01",112495
51,"VIRGINIA",15,"2021-07-01",110350
51,"VIRGINIA",16,"2021-07-01",109269
51,"VIRGINIA",17,"2021-07-01",109638
53,"WASHINGTON",5,"2021-07-01",94729
53,"WASHINGTON",6,"2021-07-01",95004
53,"WASHINGTON",7,"2021-07-01",94242
53,"WASHINGTON",8,"2021-07-01",94213
53,"WASHINGTON",9,"2021-07-01",93623
53,"WASHINGTON",10,"2021-07-01",94118
53,"WASHINGTON",11,"2021-07-01",96100
53,"WASHINGTON",12,"2021-07-01",97548
53,"WASHINGTON",13,"2021-07-01",100099
53,"WASHINGTON",14,"2021-07-01",98772
53,"WASHINGTON",15,"2021-07-01",95815
53,"WASHINGTON",16,"2021-07-01",94013
53,"WASHINGTON",17,"2021-07-01",93829
54,"WEST VIRGINIA",5,"2021-07-01",19140
54,"WEST VIRGINIA",6,"2021-07-01",19674
54,"WEST VIRGINIA",7,"2021-07-01",20054
54,"WEST VIRGINIA",8,"2021-07-01",20216
54,"WEST VIRGINIA",9,"2021-07-01",20137
54,"WEST VIRGINIA",10,"2021-07-01",20125
54,"WEST VIRGINIA",11,"2021-07-01",20533
54,"WEST VIRGINIA",12,"2021-07-01",21127
54,"WEST VIRGINIA",13,"2021-07-01",21987
54,"WEST VIRGINIA",14,"2021-07-01",21923
54,"WEST VIRGINIA",15,"2021-07-01",21563
54,"WEST VIRGINIA",16,"2021-07-01",21378
54,"WEST VIRGINIA",17,"2021-07-01",21767
55,"WISCONSIN",5,"2021-07-01",68929
55,"WISCONSIN",6,"2021-07-01",69380
55,"WISCONSIN",7,"2021-07-01",69371
55,"WISCONSIN",8,"2021-07-01",69358
55,"WISCONSIN",9,"2021-07-01",69786
55,"WISCONSIN",10,"2021-07-01",70726
55,"WISCONSIN",11,"2021-07-01",73605
55,"WISCONSIN",12,"2021-07-01",75442
55,"WISCONSIN",13,"2021-07-01",78277
55,"WISCONSIN",14,"2021-07-01",78501
55,"WISCONSIN",15,"2021-07-01",77358
55,"WISCONSIN",16,"2021-07-01",76543
55,"WISCONSIN",17,"2021-07-01",77235
56,"WYOMING",5,"2021-07-01",7239
56,"WYOMING",6,"2021-07-01",7292
56,"WYOMING",7,"2021-07-01",7276
56,"WYOMING",8,"2021-07-01",7330
56,"WYOMING",9,"2021-07-01",7317
56,"WYOMING",10,"2021-07-01",7474
56,"WYOMING",11,"2021-07-01",7823
56,"WYOMING",12,"2021-07-01",8087
56,"WYOMING",13,"2021-07-01",8307
56,"WYOMING",14,"2021-07-01",8293
56,"WYOMING",15,"2021-07-01",8113
56,"WYOMING",16,"2021-07-01",7896
56,"WYOMING",17,"2021-07-01",7686
